property_type,sector_info,society,price,price_per_sqft,area,areaWithType,carpet_area,built_up_area,super_built_area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,study room,store room,pooja room,others,servant room,furnishing_type,luxury_score
ind. house,sector 26,dlf city plots,13.5,29880.0,4518.0,Plot area 502(419.74 sq.m.),,4518.0,,5.0,5.0,2 ,2.0,East,Moderately old,1,0,0,1,1,2,104
ind. house,sector 104,shree krishna homes,0.48,50000.0,96.0,Plot area 80(7.43 sq.m.)Built Up area: 795 sq.ft. (73.86 sq.m.)Carpet area: 720 sq.ft. (66.89 sq.m.),720.0,80.0,,2.0,2.0,1 ,1.0,North-East,New Property,1,0,1,1,0,1,44
flat,sector 65,m3m golfestate,5.5,16959.0,3243.12,Super Built up area 3243(301.28 sq.m.)Built Up area: 2803 sq.ft. (260.41 sq.m.)Carpet area: 2388 sq.ft. (221.85 sq.m.),2388.0,2803.0,3243.0,3.0,4.0,3 ,3.0,North-East,Relatively New,0,0,0,0,1,1,49
ind. house,sector 57,,3.3,19097.0,1728.0,Plot area 192(160.54 sq.m.),,1728.0,,4.0,4.0,2 ,3.0,South-East,Moderately old,0,1,0,0,0,2,60
ind. house,sector 49,uppal southend,4.4,15278.0,2880.0,Plot area 320(267.56 sq.m.),,2880.0,,6.0,6.0,3 ,3.0,North,Moderately old,1,1,1,0,1,0,110
flat,sector 7,shyam apartment,0.66,5739.0,1150.03,Built Up area: 1150 (106.84 sq.m.)Carpet area: 1135 sq.ft. (105.44 sq.m.),1135.0,1150.0,,3.0,3.0,2 ,2.0,East,undefined,0,0,0,0,0,1,0
flat,sector 91,tarc maceo,0.9,6870.0,1310.04,Super Built up area 1310(121.7 sq.m.),,,1310.0,2.0,2.0,2 ,13.0,East,Relatively New,0,0,0,0,0,0,67
ind. house,sector 6,anshul,0.85,7727.0,1100.0,Carpet area: 1100 (102.19 sq.m.),1100.0,,,2.0,2.0,0,4.0,North-East,undefined,0,0,0,0,0,1,0
flat,sector 68,m3m ikonic,1.8,9230.0,1950.16,Super Built up area 1950(181.16 sq.m.)Built Up area: 1845 sq.ft. (171.41 sq.m.)Carpet area: 1530 sq.ft. (142.14 sq.m.),1530.0,1845.0,1950.0,3.0,3.0,3+ ,18.0,North-East,Relatively New,0,0,0,0,0,2,126
ind. house,sector 109,international city by sobha phase 2,9.5,26389.0,3600.0,Plot area 400(334.45 sq.m.),,3600.0,,7.0,6.0,3 ,3.0,West,Relatively New,1,0,1,0,1,1,138
flat,sector 69,tulip violet,1.8,8955.0,2010.05,Super Built up area 2010(186.74 sq.m.),,,2010.0,4.0,4.0,2 ,9.0,South-West,Relatively New,0,0,1,0,0,2,165
flat,sector 70a,bptp pedestal,1.9,9500.0,2000.0,Carpet area: 1900 (176.52 sq.m.),1900.0,,,4.0,3.0,3 ,2.0,East,New Property,0,1,0,0,0,1,133
flat,sector 14,vasant apartment,1.75,7608.0,2300.21,Carpet area: 2300 (213.68 sq.m.),2300.0,,,5.0,5.0,2 ,3.0,East,old Property,1,1,1,0,0,0,53
flat,sector 109,ats tourmaline,1.5,6976.0,2150.23,Super Built up area 2150(199.74 sq.m.)Built Up area: 1797 sq.ft. (166.95 sq.m.)Carpet area: 1670 sq.ft. (155.15 sq.m.),1670.0,1797.0,2150.0,3.0,4.0,3+ ,4.0,North-West,Relatively New,0,0,0,0,1,1,39
flat,sector 70a,aipl the peaceful homes,1.6,9584.0,1669.45,Super Built up area 1565(145.39 sq.m.),,,1565.0,2.0,2.0,2 ,22.0,North,Moderately old,0,0,0,0,0,1,86
flat,sector 92,sare homes,0.8,5252.0,1523.23,Carpet area: 1523 (141.49 sq.m.),1523.0,,,3.0,3.0,3 ,7.0,North-West,Relatively New,1,0,0,0,0,2,80
flat,sector 67a,pyramid urban,0.62,11854.0,523.03,Carpet area: 523 (48.59 sq.m.),523.0,,,2.0,2.0,2 ,2.0,South,Relatively New,0,0,0,0,0,1,64
ind. house,sector 3,,0.5,11111.0,450.0,Plot area 450(41.81 sq.m.),,450.0,,5.0,3.0,3 ,3.0,,Moderately old,0,0,0,0,0,1,0
flat,sector 60,ireo skyon,3.75,13392.0,2800.18,Super Built up area 2800(260.13 sq.m.),,,2800.0,4.0,5.0,3 ,15.0,South,Relatively New,0,0,0,0,1,1,167
flat,sector 69,tulip violet,1.4,8856.0,1580.85,Super Built up area 1578(146.6 sq.m.),,,1578.0,3.0,3.0,2 ,9.0,West,Relatively New,0,0,1,0,0,1,120
ind. house,sector 12,,1.5,11111.0,1350.0,Plot area 150(125.42 sq.m.),,1350.0,,5.0,5.0,2 ,3.0,,old Property,0,0,0,0,0,1,16
flat,sector 99,assotech blith,1.15,6593.0,1744.27,Super Built up area 1365(126.81 sq.m.),,,1365.0,2.0,2.0,2 ,2.0,,New Property,0,0,0,1,0,2,72
ind. house,sector 29,,0.13,1649.0,788.0,Carpet area: 788 (73.21 sq.m.),788.0,,,1.0,1.0,0,0.0,North-West,Relatively New,0,0,0,0,0,1,0
flat,sector 102,shapoorji pallonji joyville gurugram,1.99,20664.0,963.03,Super Built up area 1349(125.33 sq.m.)Carpet area: 963 sq.ft. (89.47 sq.m.),963.0,,1349.0,2.0,2.0,2 ,14.0,South,New Property,0,0,0,0,0,1,152
flat,sector 37d,ramprastha city,1.3,9285.0,1400.11,Super Built up area 1400(130.06 sq.m.),,,1400.0,3.0,3.0,2 ,3.0,,Under construction,0,0,0,0,0,1,0
flat,sector 102,emaar imperial gardens,1.98,9900.0,2000.0,Carpet area: 2000 (185.81 sq.m.),2000.0,,,3.0,3.0,3+ ,9.0,North,Relatively New,0,0,0,0,1,2,72
flat,sector 76,suncity avenue 76,0.55,7422.0,741.04,Carpet area: 741 (68.84 sq.m.),741.0,,,2.0,2.0,2 ,9.0,North-East,Under construction,0,0,0,0,0,1,26
flat,sector 85,ss the leaf,1.3,10483.0,1240.1,Super Built up area 1772(164.62 sq.m.)Carpet area: 1240 sq.ft. (115.2 sq.m.),1240.0,,1772.0,2.0,2.0,3+ ,10.0,East,Relatively New,0,1,0,0,0,1,148
ind. house,sector 47,malibu towne,8.81,27191.0,3240.0,Plot area 360(301.01 sq.m.),,3240.0,,8.0,6.0,3+ ,3.0,East,Moderately old,1,0,0,1,1,2,27
flat,sector 86,pyramid elite,0.45,7739.0,581.47,Carpet area: 581.41 (54.01 sq.m.),581.0,,,2.0,2.0,1 ,4.0,,Under construction,0,0,0,0,0,1,66
flat,sector 1,nagata group housing society,0.85,3695.0,2300.41,Super Built up area 2300(213.68 sq.m.),,,2300.0,3.0,3.0,3+ ,4.0,North,Relatively New,0,0,0,0,1,1,5
flat,sector 37d,bptp terra,1.98,9036.0,2191.24,Super Built up area 2191(203.55 sq.m.),,,2191.0,3.0,3.0,3+ ,12.0,North-East,New Property,1,0,0,0,0,2,49
flat,sector 70a,bptp astaire gardens,1.8,9350.0,1925.13,Built Up area: 1925 (178.84 sq.m.),,1925.0,,3.0,3.0,3 ,3.0,North-West,Relatively New,1,0,0,0,0,1,135
flat,sector 81,signature global synera,0.4,6319.0,633.01,Super Built up area 633(58.81 sq.m.)Carpet area: 539 sq.ft. (50.07 sq.m.),539.0,,633.0,2.0,2.0,1 ,12.0,South,Relatively New,0,0,0,0,0,1,23
ind. house,sector 26,dlf city plots,18.0,39841.0,4518.0,Plot area 502(419.74 sq.m.),,4518.0,,6.0,6.0,2 ,3.0,North,old Property,0,0,1,1,1,2,49
flat,sector 77,umang winter hills,1.1,5296.0,2077.04,Super Built up area 2077(192.96 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),1600.0,,2077.0,3.0,4.0,3+ ,9.0,North,Relatively New,0,0,0,0,1,1,49
ind. house,sector 50,,10.45,38703.0,2700.0,Plot area 2700(250.84 sq.m.)Built Up area: 4000 sq.ft. (371.61 sq.m.),,2700.0,,4.0,5.0,2 ,3.0,North,Moderately old,1,0,1,0,1,2,142
flat,sector 35,hcbs sports ville,0.35,4.0,875000.0,Built Up area: 737147 (68483.2 sq.m.),,737146.0,,2.0,2.0,2 ,8.0,,Relatively New,0,0,0,0,0,0,44
flat,sector 83,vatika gurgaon,1.18,6801.0,1735.04,Super Built up area 1735(161.19 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),1500.0,,1735.0,3.0,3.0,2 ,14.0,North,Relatively New,0,0,0,0,0,1,26
flat,sector 60,ireo skyon,3.05,12788.0,2385.05,Super Built up area 2385(221.57 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),2200.0,2300.0,2385.0,3.0,3.0,3 ,9.0,South-East,Relatively New,0,0,0,0,1,2,165
flat,sector 61,smart world orchard,1.58,13739.0,1150.01,Carpet area: 1150 (106.84 sq.m.),1150.0,,,2.0,2.0,2 ,3.0,South,New Property,1,0,0,0,0,1,15
flat,sector 79,supertech araville,0.78,6024.0,1294.82,Super Built up area 1295(120.31 sq.m.),,,1295.0,2.0,2.0,3+ ,1.0,,New Property,0,0,0,1,0,1,74
ind. house,sector 5,house number b-34,0.8,8888.0,900.0,Plot area 900(83.61 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.),,900.0,,2.0,2.0,1 ,1.0,,old Property,0,0,0,0,0,1,0
ind. house,sector 40,,2.15,23889.0,900.0,Plot area 100(83.61 sq.m.),,900.0,,3.0,3.0,3 ,3.0,,Moderately old,1,1,1,0,0,1,45
flat,sector 92,signature global city 92,0.78,8047.0,969.31,Super Built up area 1197(111.2 sq.m.),,,1197.0,2.0,2.0,2 ,2.0,,New Property,0,0,0,0,0,2,47
flat,sector 61,smart world orchard,1.55,13478.0,1150.02,Super Built up area 1150(106.84 sq.m.),,,1150.0,2.0,2.0,1 ,3.0,,Under construction,1,0,0,0,0,1,43
ind. house,sector 48,,2.0,7479.0,2674.0,Built Up area: 2674 (248.42 sq.m.),,2674.0,,4.0,3.0,0,1.0,North,undefined,0,0,0,0,0,1,0
flat,sector 53,parsvnath exotica,4.8,14680.0,3269.75,Built Up area: 2895 (268.95 sq.m.),,2895.0,,3.0,4.0,3+ ,12.0,North-West,New Property,0,0,0,0,0,1,69
ind. house,sector 109,international city by sobha phase 2,9.4,26111.0,3600.0,Plot area 400(334.45 sq.m.),,3600.0,,5.0,6.0,3+ ,2.0,North-East,Relatively New,1,1,1,0,1,2,147
flat,sector 57,ansal harmony homes,1.12,10666.0,1050.07,Super Built up area 1050(97.55 sq.m.),,,1050.0,2.0,2.0,1 ,1.0,,old Property,0,0,0,0,0,1,72
flat,sector 78,umang monsoon breeze,0.8,4836.0,1654.26,Super Built up area 1654(153.66 sq.m.)Built Up area: 1472 sq.ft. (136.75 sq.m.)Carpet area: 1310 sq.ft. (121.7 sq.m.),1310.0,1472.0,1654.0,3.0,2.0,2 ,7.0,South,Moderately old,0,0,1,0,0,1,102
flat,sector 95,rof ananda,0.38,6919.0,549.21,Carpet area: 549.17 (51.02 sq.m.),549.0,,,2.0,2.0,1 ,4.0,,New Property,0,0,0,0,0,1,0
flat,sector 63a,signature global city 63a,1.4,11336.0,1235.0,Carpet area: 1235 (114.74 sq.m.),1235.0,,,2.0,2.0,2 ,3.0,East,Under construction,0,0,0,1,0,1,0
flat,sector 90,shree vardhman flora,0.7,5177.0,1352.13,Carpet area: 1352 (125.6 sq.m.),1352.0,,,2.0,3.0,2 ,7.0,North,Relatively New,1,0,0,0,0,2,49
flat,sector 102,empire estate,3.5,16666.0,2100.08,Super Built up area 2100(195.1 sq.m.),,,2100.0,3.0,3.0,2 ,3.0,North-West,Moderately old,0,0,0,0,1,2,165
flat,sector 81,dlf the ultima,2.3,14375.0,1600.0,Super Built up area 2132(198.07 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),1600.0,,2132.0,3.0,4.0,3+ ,18.0,North-East,Relatively New,0,0,0,0,1,0,174
flat,sector 9,surya vihar rwa,1.3,6500.0,2000.0,Built Up area: 2400 (222.97 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),2200.0,2400.0,,5.0,5.0,2 ,2.0,South-East,old Property,1,1,0,0,1,2,42
flat,sector 84,ss the coralwood,1.1,5820.0,1890.03,Super Built up area 1890(175.59 sq.m.),,,1890.0,3.0,3.0,3+ ,12.0,East,Moderately old,0,0,0,0,0,2,104
flat,sector 33,unitech the residences,1.1,9909.0,1110.1,Super Built up area 1110(103.12 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),1000.0,1100.0,1110.0,2.0,2.0,3 ,9.0,East,Moderately old,0,0,0,0,0,2,44
flat,sector 69,unitech sunbreeze,0.75,6849.0,1095.05,Super Built up area 1095(101.73 sq.m.),,,1095.0,2.0,2.0,2 ,4.0,,Under construction,0,0,0,0,0,1,0
flat,sector 56,professors enclave cghs,1.54,8324.0,1850.07,Super Built up area 2000(185.81 sq.m.)Built Up area: 1920 sq.ft. (178.37 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),1850.0,1920.0,2000.0,3.0,3.0,2 ,6.0,South,old Property,0,0,1,0,1,2,104
ind. house,sector 103,,2.25,6367.0,3534.0,Built Up area: 3534 (328.32 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),2000.0,3534.0,,3.0,5.0,3+ ,10.0,South,undefined,0,0,0,0,0,1,0
ind. house,sector 13,,9.0,100000.0,900.0,Plot area 900(83.61 sq.m.),,900.0,,10.0,5.0,3+ ,4.0,,old Property,0,0,0,0,0,1,0
flat,sector 110,indiabulls enigma,4.1,10567.0,3880.0,Super Built up area 3880(360.46 sq.m.)Built Up area: 3500 sq.ft. (325.16 sq.m.)Carpet area: 3000 sq.ft. (278.71 sq.m.),3000.0,3500.0,3880.0,5.0,5.0,2 ,10.0,East,Relatively New,0,0,0,0,1,1,159
flat,sector 111,m3m the tree of life,2.35,14551.0,1615.01,Built Up area: 1615 (150.04 sq.m.),,1615.0,,3.0,3.0,3+ ,5.0,,Under construction,0,0,0,0,0,1,0
flat,sector 81,bestech park view ananda,1.45,8011.0,1810.01,Super Built up area 1810(168.15 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),1500.0,1650.0,1810.0,3.0,3.0,3 ,8.0,North,Relatively New,0,0,0,1,0,2,128
flat,sector 66,ireo uptown,1.5,11219.0,1337.02,Super Built up area 1337(124.21 sq.m.)Built Up area: 1330 sq.ft. (123.56 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),1050.0,1330.0,1337.0,2.0,3.0,3 ,1.0,South,Relatively New,0,0,0,1,1,2,79
flat,sector 79,godrej,2.5,11141.0,2243.96,Built Up area: 2244 (208.47 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),1800.0,2244.0,,3.0,3.0,3+ ,5.0,,undefined,0,0,0,0,0,1,0
ind. house,sector 26,dlf city plots,4.0,40775.0,981.0,Plot area 109(91.14 sq.m.),,981.0,,4.0,3.0,2 ,2.0,,Relatively New,0,0,0,0,0,2,0
ind. house,sector 7,,2.25,16892.0,1332.0,Built Up area: 148 (123.75 sq.m.),,1332.0,,5.0,3.0,0,2.0,,undefined,0,0,0,0,0,1,0
flat,sector 95a,the roselia 2,0.45,6475.0,694.98,Built Up area: 695 (64.57 sq.m.)Carpet area: 595 sq.ft. (55.28 sq.m.),595.0,695.0,,2.0,2.0,2 ,19.0,North,undefined,0,0,0,0,0,1,0
flat,sector 113,la vida by tata housing,3.05,15561.0,1960.03,Super Built up area 2690(249.91 sq.m.)Built Up area: 2150 sq.ft. (199.74 sq.m.)Carpet area: 1960 sq.ft. (182.09 sq.m.),1960.0,2150.0,2690.0,3.0,4.0,3 ,3.0,North-West,Relatively New,0,0,0,0,1,1,174
flat,sector 77,emaar mgf palm hills,1.25,8620.0,1450.12,Carpet area: 1450 (134.71 sq.m.),1450.0,,,3.0,4.0,3 ,1.0,West,Relatively New,0,0,0,0,1,2,104
flat,sector 48,central park flower valley,1.65,17441.0,946.05,Carpet area: 946 (87.89 sq.m.),946.0,,,3.0,3.0,0 ,1.0,,undefined,0,0,0,0,0,1,66
ind. house,sector 2,,2.95,15989.0,1845.0,Plot area 205(171.41 sq.m.),,1845.0,,4.0,4.0,3+ ,2.0,North-West,old Property,0,0,0,0,0,1,27
flat,sector 37d,bptp terra,1.45,8006.0,1811.14,Super Built up area 1811(168.25 sq.m.),,,1811.0,3.0,3.0,3 ,9.0,North-East,Relatively New,0,0,0,0,0,1,107
flat,sector 103,satya the hermitage,0.89,6137.0,1450.22,Super Built up area 1450(134.71 sq.m.)Carpet area: 1081 sq.ft. (100.43 sq.m.),1081.0,,1450.0,2.0,3.0,3 ,1.0,,Relatively New,0,0,0,0,1,2,75
ind. house,sector 7,rattan garden,1.1,8730.0,1260.0,Plot area 140(117.06 sq.m.),,1260.0,,9.0,3.0,3 ,3.0,,old Property,0,0,0,0,0,1,7
flat,sector 80,elan mercado,0.85,12408.0,685.04,Carpet area: 685 (63.64 sq.m.),685.0,,,1.0,1.0,1 ,15.0,,Relatively New,0,0,0,0,0,1,60
flat,sector 1,hsiidc sidco shivalik apartments,0.48,3840.0,1250.0,Super Built up area 1250(116.13 sq.m.)Carpet area: 770 sq.ft. (71.54 sq.m.),770.0,,1250.0,2.0,2.0,3 ,7.0,South,Moderately old,0,0,0,0,0,1,88
flat,sector 108,sobha city,2.95,14727.0,2003.12,Super Built up area 2003(186.08 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),1400.0,1600.0,2003.0,3.0,4.0,2 ,12.0,East,Relatively New,0,0,0,0,0,1,49
flat,sector 70a,aipl the peaceful homes,2.8,11914.0,2350.18,Super Built up area 2350(218.32 sq.m.)Carpet area: 1322 sq.ft. (122.82 sq.m.),1322.0,,2350.0,3.0,4.0,3 ,22.0,North-East,Relatively New,0,0,0,0,1,1,49
flat,sector 69,tulip violet,2.0,10167.0,1967.15,Carpet area: 1967 (182.74 sq.m.),1967.0,,,4.0,4.0,1 ,12.0,,Relatively New,0,0,0,0,0,1,79
flat,sector 59,conscient elevate,6.75,19882.0,3395.03,Super Built up area 3395(315.41 sq.m.)Carpet area: 1855 sq.ft. (172.34 sq.m.),1855.0,,3395.0,4.0,4.0,2 ,10.0,,New Property,0,0,0,0,1,1,31
flat,sector 103,ansal housing highland park,2.0,7490.0,2670.23,Super Built up area 2670(248.05 sq.m.),,,2670.0,4.0,5.0,3+ ,14.0,,New Property,0,0,0,0,1,1,45
flat,sector 67,m3m merlin,2.8,13678.0,2047.08,Super Built up area 2047(190.17 sq.m.)Carpet area: 1880 sq.ft. (174.66 sq.m.),1880.0,,2047.0,3.0,3.0,3 ,5.0,North-East,Moderately old,0,0,0,0,1,0,26
flat,sector 85,ss the leaf,1.22,13318.0,916.05,Super Built up area 1772(164.62 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 916 sq.ft. (85.1 sq.m.),916.0,1300.0,1772.0,2.0,2.0,3 ,16.0,North-East,Relatively New,0,1,0,0,0,1,81
ind. house,sector 50,unitech espace,7.35,41762.0,1760.0,Plot area 240(200.67 sq.m.),,2160.0,,4.0,4.0,3+ ,3.0,South,Moderately old,0,0,1,0,1,2,52
flat,sector 60,shyam sadan,0.55,6470.0,850.08,Carpet area: 700 (65.03 sq.m.),700.0,,,2.0,2.0,1 ,4.0,West,Relatively New,1,0,0,0,0,2,69
flat,sector 79,m3m golfestate,1.4,10000.0,1400.0,Carpet area: 1400 (130.06 sq.m.),1400.0,,,2.0,2.0,2 ,4.0,East,undefined,1,1,0,0,1,0,83
flat,sector 79,godrej,1.33,8531.0,1559.02,Super Built up area 1559(144.84 sq.m.),,,1559.0,2.0,2.0,3 ,6.0,North-West,Relatively New,1,0,0,0,0,1,158
flat,sector 66,emaar mgf palm terraces select,3.4,14107.0,2410.15,Super Built up area 2410(223.9 sq.m.)Built Up area: 2210 sq.ft. (205.32 sq.m.)Carpet area: 2040 sq.ft. (189.52 sq.m.),2040.0,2210.0,2410.0,4.0,4.0,3+ ,2.0,North-East,Relatively New,0,0,0,0,1,2,157
flat,sector 89,tulip petals,1.55,10000.0,1550.0,Super Built up area 1550(144 sq.m.),,,1550.0,3.0,2.0,3 ,6.0,East,Moderately old,0,1,0,0,0,2,111
ind. house,sector 3a,,0.7,6648.0,1053.0,Built Up area: 117 (97.83 sq.m.),,1053.0,,3.0,3.0,0,1.0,,undefined,0,0,0,0,0,1,0
ind. house,sector 26,dlf city phase 1,5.5,30556.0,1800.0,Plot area 200(167.23 sq.m.),,1800.0,,4.0,4.0,3 ,2.0,North-East,Moderately old,1,0,1,0,1,1,69
flat,sector 88a,godrej oasis,1.5,8108.0,1850.02,Super Built up area 1850(171.87 sq.m.),,,1850.0,3.0,3.0,3+ ,11.0,North-East,New Property,0,0,0,0,0,1,39
flat,sector 88a,godrej oasis,1.15,7116.0,1616.08,Super Built up area 1616(150.13 sq.m.)Carpet area: 1168 sq.ft. (108.51 sq.m.),1168.0,,1616.0,2.0,2.0,3 ,14.0,South-East,Relatively New,1,0,1,0,0,1,174
flat,sector 78,umang monsoon breeze,1.25,5000.0,2500.0,Super Built up area 2350(218.32 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),2000.0,2300.0,2350.0,4.0,4.0,3 ,2.0,East,Relatively New,0,0,1,1,1,1,57
flat,sector 104,godrej summit,1.35,5000.0,2700.0,Carpet area: 2700 (250.84 sq.m.),2700.0,,,4.0,5.0,3+ ,1.0,North-East,Relatively New,1,1,1,0,1,1,112
flat,sector 35,breez global heights,0.4,6694.0,597.55,Super Built up area 950(88.26 sq.m.)Carpet area: 597.53 sq.ft. (55.51 sq.m.),598.0,,950.0,2.0,2.0,2 ,7.0,,Relatively New,0,0,0,0,0,1,57
flat,sector 111,lotus homz,0.36,8888.0,405.04,Carpet area: 405 (37.63 sq.m.),405.0,,,1.0,1.0,1 ,10.0,,Relatively New,0,0,0,0,0,1,44
flat,sector 33,godrej nature plus serenity,1.39,11583.0,1200.03,Carpet area: 1200 (111.48 sq.m.),1200.0,,,3.0,2.0,3+ ,23.0,East,Under construction,0,0,0,0,0,1,105
flat,sector 32,aqua front towers,2.5,11715.0,2134.02,Built Up area: 2134 (198.26 sq.m.)Carpet area: 1162 sq.ft. (107.95 sq.m.),1162.0,2134.0,,3.0,4.0,3+ ,1.0,,undefined,0,0,0,0,0,1,0
ind. house,sector 48,prem kunj,0.5,7407.0,675.0,Plot area 675(62.71 sq.m.)Built Up area: 725 sq.ft. (67.35 sq.m.)Carpet area: 675 sq.ft. (62.71 sq.m.),675.0,675.0,,5.0,4.0,3 ,3.0,South-West,Relatively New,0,0,1,0,0,1,22
ind. house,sector 43,,1.9,35185.0,540.0,Plot area 60(50.17 sq.m.)Built Up area: 60 sq.yards (50.17 sq.m.),,540.0,,3.0,3.0,3+ ,3.0,,old Property,0,0,0,0,0,0,0
flat,sector 62,pioneer urban presidia,7.15,16486.0,4337.01,Super Built up area 4337(402.92 sq.m.),,,4337.0,4.0,5.0,3+ ,7.0,East,Relatively New,1,1,0,0,1,2,158
flat,sector 62,pioneer araya,9.95,20995.0,4739.22,Super Built up area 4739(440.27 sq.m.)Carpet area: 3219 sq.ft. (299.05 sq.m.),3219.0,,4739.0,4.0,6.0,3 ,12.0,South-East,Relatively New,0,0,1,0,1,2,138
ind. house,sector 70a,bptp visionnaire,5.25,20115.0,2610.0,Plot area 290(242.48 sq.m.),,2610.0,,5.0,4.0,3+ ,3.0,North-East,New Property,0,0,0,0,1,2,49
flat,sector 60,ireo skyon,2.15,23344.0,921.01,Super Built up area 1524(141.58 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.)Carpet area: 921 sq.ft. (85.56 sq.m.),921.0,1250.0,1524.0,2.0,3.0,2 ,5.0,East,Relatively New,0,0,0,0,1,2,49
flat,sector 73,today callidora,1.0,7692.0,1300.05,Carpet area: 1300 (120.77 sq.m.),1300.0,,,2.0,2.0,2 ,13.0,,New Property,0,0,0,0,0,1,0
flat,sector 102,shapoorji pallonji joyville gurugram,1.9,10259.0,1852.03,Super Built up area 1852(172.06 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),1450.0,1700.0,1852.0,3.0,3.0,3+ ,15.0,North-East,New Property,0,0,1,0,0,1,174
ind. house,sector 7,,1.2,11194.0,1072.0,Built Up area: 1072 (99.59 sq.m.),,1072.0,,5.0,4.0,2 ,3.0,,undefined,0,0,0,0,0,1,0
flat,sector 33,godrej nature plus,1.65,14335.0,1151.03,Carpet area: 1151 (106.93 sq.m.),1151.0,,,2.0,2.0,3 ,1.0,East,Under construction,0,0,0,0,0,1,38
ind. house,sector 1,,10.0,122222.0,818.0,Plot area 900(83.61 sq.m.),,900.0,,4.0,4.0,3+ ,1.0,North-East,undefined,0,0,0,0,1,1,12
flat,sector 35,gls arawali homes,0.29,6035.0,480.53,Carpet area: 480.53 (44.64 sq.m.),481.0,,,2.0,2.0,2 ,9.0,East,Relatively New,0,0,0,0,0,1,55
flat,sector 35,signature global park,0.95,7846.0,1210.81,Built Up area: 1210.73 (112.48 sq.m.)Carpet area: 756.6 sq.ft. (70.29 sq.m.),757.0,1211.0,,3.0,2.0,3+ ,1.0,,Relatively New,0,0,0,0,0,1,46
flat,sector 79,mapsko mount ville,1.2,8053.0,1490.13,Super Built up area 1490(138.43 sq.m.),,,1490.0,3.0,3.0,3 ,24.0,West,Relatively New,0,0,0,0,0,2,8
ind. house,sector 105,,0.6,13333.0,450.0,Built Up area: 450 (41.81 sq.m.),,450.0,,3.0,3.0,0,3.0,,undefined,0,0,0,0,0,1,0
flat,sector 37c,ild greens,0.75,5245.0,1429.93,Built Up area: 1430 (132.85 sq.m.),,1430.0,,2.0,2.0,3+ ,13.0,East,undefined,0,0,0,0,0,1,51
flat,sector 82a,vatika sovereign next,3.85,7500.0,5133.33,Carpet area: 5140 (477.52 sq.m.),5140.0,,,5.0,6.0,3+ ,6.0,,New Property,0,0,1,0,1,1,148
flat,sector 74,m3m skywalk,1.47,10954.0,1341.98,Super Built up area 1415(131.46 sq.m.),,,1415.0,2.0,2.0,3 ,26.0,,New Property,0,0,0,0,0,2,31
flat,sector 70,unitech vistas,0.53,4800.0,1095.0,Super Built up area 1095(101.73 sq.m.),,,1095.0,2.0,2.0,2 ,9.0,,Under construction,0,0,0,1,0,1,24
ind. house,sector 3a,,0.55,7333.0,750.0,Built Up area: 750 (69.68 sq.m.),,750.0,,1.0,1.0,0,1.0,,undefined,0,0,0,0,0,1,0
flat,sector 61,smart world orchard,2.24,14460.0,1549.1,Super Built up area 1549(143.91 sq.m.),,,1549.0,3.0,3.0,2 ,3.0,,New Property,0,0,0,1,0,1,61
ind. house,sector 26,,16.0,35556.0,4500.0,Plot area 500(418.06 sq.m.),,4500.0,,5.0,6.0,3 ,2.0,North-East,old Property,0,0,0,0,0,1,0
flat,sector 35,signature global park,0.79,7308.0,1081.01,Super Built up area 1081(100.43 sq.m.),,,1081.0,3.0,2.0,3+ ,4.0,,Under construction,0,0,0,0,0,1,109
ind. house,sector 109,international city by sobha phase 1,5.75,16428.0,3500.0,Plot area 272(25.27 sq.m.)Built Up area: 4800 sq.ft. (445.93 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),3500.0,272.0,,4.0,4.0,2 ,3.0,South-East,Relatively New,0,0,0,0,1,1,146
